,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
39,Home Training,2021 Photo Contest,Sports,"04 May, 2020",F:\Temp\2021\Stephen McCarthy,"Masters athlete Pat Naughton (87) trains at his home in Nenagh, County Tipperary, Ireland, while under COVID-19 lockdown restrictions.",2nd Prize,Stephen McCarthy,2021
40,Emancipation Memorial Debate,2021 Photo Contest,Not Specified,"25 June, 2020",F:\Temp\2021\Evelyn Hockstein,"A man and woman disagree on the removal of the Emancipation Memorial, in Lincoln Park, Washington DC, USA.",World Press Photo of the Year Nominee,Evelyn Hockstein,2021
41,Niewybuch,2021 Photo Contest,Portraits,"07 August, 2020",F:\Temp\2021\Natalia Kepesz,"Piotr, Jurek and Tomek participate in an exercise simulating an air pollution emergency, at a summer military camp in Mrzeżyno, Poland.",3rd Prize,Natalia Kepesz,2021
42,Trapped in Greece,2021 Photo Contest,Long-Term Projects,"02 March, 2016",F:\Temp\2021\Angelos Tzortzinis,"A young refugee gazes over a border fence separating Greece from Macedonia, at the northern Greek border station of Idomeni.",3rd Prize,Angelos Tzortzinis,2021
43,Rescue of Giraffes from Flooding Island,2021 Photo Contest,Nature,"03 December, 2020",F:\Temp\2021\Ami Vitale,"A Rothschild’s giraffe (Giraffa camelopardalis rothschildi) is transported to safety in a custom-built barge from a flooded Longicharo Island, Lake Baringo, in western Kenya.",1st Prize,Ami Vitale,2021
44,Path of the Panther,2021 Photo Contest,Nature,"06 April, 2020",F:\Temp\2021\Carlton Ward Jr.,"A female Florida panther creeps through a fence between Audubon’s Corkscrew Swamp Sanctuary and an adjacent cattle ranch, in Naples, Florida, USA. Her kitten trails behind her.",2nd Prize,Carlton Ward Jr.,2021
45,Log Pile Bouldering,2021 Photo Contest,Sports,"15 September, 2020",F:\Temp\2021\Adam Pretty,"Georg climbs a log pile while training for bouldering, in Kochel am See, Bavaria, Germany.",1st Prize,Adam Pretty,2021
46,Pandemic Pigeons—A Love Story,2021 Photo Contest,Nature,"18 April, 2020",F:\Temp\2021\Jasper Doest,"Dollie comes in to land on the balcony door, where she uses the higher vantage point to check out if the coast is clear before entering the kitchen, in Vlaardingen, the Netherlands.",1st Prize,Jasper Doest,2021
47,New Life,2021 Photo Contest,Nature,"25 July, 2020",F:\Temp\2021\Jaime Culebras,"The eggs of a Wiley’s glass frog, Nymphargus wileyi, hang on the tip of a leaf in Tropical Andean cloud forest, near the Yanayacu Biological Station, Napo, Ecuador.",3rd Prize,Jaime Culebras,2021
48,Locust Invasion in East Africa,2021 Photo Contest,Nature,"07 June, 2020",F:\Temp\2021\Luis Tato,"A farmer examines desert locusts at an infested farm in Nakukulas, Turkana County, Kenya.",3rd Prize,Luis Tato,2021
49,The Transition: Ignat,2021 Photo Contest,Portraits,"23 April, 2020",F:\Temp\2021\Oleg Ponomarev,"Ignat, a transgender man, sits with his girlfriend Maria in Saint Petersburg, Russia.",1st Prize,Oleg Ponomarev,2021
50,In Flight,2021 Photo Contest,Portraits,"23 August, 2020",F:\Temp\2021\Tatiana Nikitina,"A father teaches his autistic daughter, Ksenia (10), to launch a toy plane in Moscow, Russia.",3rd Prize,Tatiana Nikitina,2021
51,The ‘Ameriguns’,2021 Photo Contest,Portraits,"19 April, 2019",F:\Temp\2021\Gabriele Galimberti,"Torrell Jasper (35) poses with his firearms in the backyard of his house in Schriever, Louisiana, USA. A former US Marine, he learned to shoot from his father as a child.",1st Prize,Gabriele Galimberti,2021
52,Nowhere Near,2021 Photo Contest,Portraits,"22 July, 2020",F:\Temp\2021\Alisa Martynova,"Raindrops symbolize the splashing water and storms in migrants’ stories, Livorno, Italy. The photographer also sees them as a metaphor for stars flung out into space as the result of the collision of two black holes, and as representing the unknown: a place both attractive and terrifying, holding hope as well as nightmares.",2nd Prize,Alisa Martynova,2021
53,Taal Volcano Eruption,2021 Photo Contest,Nature,"14 January, 2020",F:\Temp\2021\Ezra Acayan,"Trees stand covered in volcanic ash, near Taal Volcano, Batangas, Philippines.",2nd Prize,Ezra Acayan,2021
