,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
18,Rohingya Crisis,2018 Photo Contest,Not Specified,"28 September, 2017",F:\Temp\2018\Patrick Brown,"The bodies of Rohingya refugees are laid out after the boat in which they were attempting to flee Myanmar capsized about eight kilometers off Inani Beach, near Cox's Bazar, Bangladesh. Around 100 people were on the boat before it capsized. There were 17 survivors.
The Rohingya are a predominantly Muslim minority group in Rakhine State, western Myanmar. They number around one million people, but laws passed in the 1980s effectively deprived them of Myanmar citizenship. Violence erupted in Myanmar on 25 August after a faction of Rohingya militants attacked police posts, killing 12 members of the Myanmar security forces. Myanmar authorities, in places supported by groups of Buddhists, launched a crackdown, attacking Rohingya villages and burning houses. According to the UNHCR, the number of Rohingya that subsequently fled Myanmar for Bangladesh reached 500,000 on 28 September.",World Press Photo of the Year Nominees,Patrick Brown,2018
19,The Battle for Mosul,2018 Photo Contest,Not Specified,"15 March, 2017",F:\Temp\2018\Ivor Prickett,Civilians who had remained in west Mosul after the battle to take the city line up for aid in the Mamun neighbourhood.,World Press Photo of the Year Nominee,Ivor Prickett,2018
20,The Battle for Mosul,2018 Photo Contest,Not Specified,"12 July, 2017",F:\Temp\2018\Ivor Prickett,"An unidentified young boy, who was carried out of the last ISIS-controlled area in the Old City by a man suspected of being a militant, is cared for by Iraqi Special Forces soldiers.",World Press Photo of the Year Nominee,Ivor Prickett,2018
21,Boko Haram Strapped Suicide Bombs to Them. Somehow These Teenage Girls Survived.,2018 Photo Contest,Not Specified,"21 September, 2017",F:\Temp\2018\Adam Ferguson,"Aisha (14) stands for a portrait in Maiduguri, Borno State, Nigeria. After being kidnapped by Boko Haram, Aisha was assigned a suicide bombing mission, but managed to escape and find help instead of detonating the bombs.",World Press Photo of the Year Nominee,Adam Ferguson,2018
22,Waiting For Freedom,2018 Photo Contest,Environment,"21 September, 2017",F:\Temp\2018\Neil Aldridge,"A young southern white rhinoceros, drugged and blindfolded, is about to be released into the wild in Okavango Delta, Botswana, after its relocation from South Africa for protection from poachers.
Southern white rhinos are classified as ‘near threatened’. Rhinoceros horn is highly prized, especially in Vietnam and China, for its perceived medicinal properties, and in places is used as a recreational drug. Horns can fetch between €20,000 and €50,000 per kilogram. Poaching in South Africa rose from 13 rhinos a year in 2007 to a peak of 1,215 in 2014, and although these figures have declined slightly since then, losses are still unsustainable. Botswana is saving rhinos from poaching hotspots in South Africa and re-establishing populations in its own wildlife sanctuaries.",1st prize,Neil Aldridge,2018
23,Latidoamerica,2018 Photo Contest,Long-Term Projects,"05 August, 2012",F:\Temp\2018\Javier Arcenillas,"A woman cries over the body of Renaldo Palma, apparently killed during an argument, at a hotel in Comayagüela, Honduras.",3rd prize,Javier Arcenillas,2018
24,Rohingya Crisis,2018 Photo Contest,General News,"28 September, 2017",F:\Temp\2018\Patrick Brown,"The bodies of Rohingya refugees are laid out after the boat in which they were attempting to flee Myanmar capsized about eight kilometers off Inani Beach, near Cox's Bazar, Bangladesh. Around 100 people were on the boat before it capsized. There were 17 survivors.
The Rohingya are a predominantly Muslim minority group in Rakhine State, western Myanmar. They number around one million people, but laws passed in the 1980s effectively deprived them of Myanmar citizenship. Violence erupted in Myanmar on 25 August after a faction of Rohingya militants attacked police posts, killing 12 members of the Myanmar security forces. Myanmar authorities, in places supported by groups of Buddhists, launched a crackdown, attacking Rohingya villages and burning houses. According to the UNHCR, the number of Rohingya that subsequently fled Myanmar for Bangladesh reached 500,000 on 28 September.",1st prize,Patrick Brown,2018
25,Jump,2018 Photo Contest,Nature,"18 April, 2017",F:\Temp\2018\Thomas P. Peschak,"Rockhopper penguins live up to their name as they navigate the rugged coastline of Marion Island, a South African Antarctic Territory in the Indian Ocean.
Among the most numerous of penguins, rockhoppers are nevertheless considered vulnerable, and their population is declining, probably as the result of a decreasing food supply. The birds spend five to six months at sea, coming to shore only to molt and breed. They are often found bounding, rather than waddling as other penguins do, and are capable of diving to depths of up to 100 meters in pursuit of fish, crustaceans, squid and krill.",2nd prize,Thomas P. Peschak,2018
26,Dumpster Diver,2018 Photo Contest,Nature,"14 February, 2017",F:\Temp\2018\Corey Arnold,"A bald eagle feasts on meat scraps in the garbage bins of a supermarket in Dutch Harbor, Alaska, USA.
Once close to extinction, the bald eagle has made a massive comeback after concerted conservation efforts. Unalaska has a population of around 5,000 people, and 500 eagles. Some 350 million kilograms of fish are landed in Dutch Harbor annually. The birds are attracted by the trawlers, but also feed on garbage and snatch grocery bags from the hands of unsuspecting pedestrians. Locally, the American national bird is known as the ‘Dutch Harbor pigeon’.",1st prize,Corey Arnold,2018
27,Demonstrator Catches Fire,2018 Photo Contest,Spot News,"03 May, 2017",F:\Temp\2018\Juan Barreto,"Víctor Salazar catches fire after a motorcycle explodes, during a street protest is Caracas, Venezuela.",3rd prize,Juan Barreto,2018
28,Witnessing the immediate aftermath of an attack in the heart of London,2018 Photo Contest,Spot News,"22 March, 2017",F:\Temp\2018\Toby Melville,"A passerby comforts US tourist Melissa Cochran, injured in an attack on pedestrians at Westminster Bridge in London, UK. Melissa survived, but lost her husband, Kurt, in the attack.",2nd prize,Toby Melville,2018
29,Massacre in Las Vegas,2018 Photo Contest,Spot News,"01 October, 2017",F:\Temp\2018\David Becker,"People run for cover as a gunman fires on concertgoers at the Route 91 country music festival in Las Vegas, USA.",1st prize,David Becker,2018
30,Mideast Crisis Iraq Mosul,2018 Photo Contest,Spot News,"03 March, 2017",F:\Temp\2018\Goran Tomasevic,"An Iraqi Special Forces soldier some moments after shooting dead a suspected suicide bomber, during the offensive to retake Mosul.
The battle to reclaim Mosul from ISIS began in October 2016 and lasted until July 2017, with fighting against pockets of ISIS militants continuing in some quarters of the city even beyond that date. The use of suicide bombers was a common tactic by the militants.",3rd prize,Goran Tomasevic,2018
31,Car Attack,2018 Photo Contest,Spot News,"12 August, 2017",F:\Temp\2018\Ryan Kelly,"People are thrown into the air as a car plows into a group of protesters demonstrating against a Unite the Right rally in Charlottesville in Virginia, USA.
The white nationalist rally, opposing city plans to remove a statue of Confederate icon General Robert E. Lee, attracted counter-protests. James Alex Fields Jr drove his car at high speed into a sedan, propelling it and a minivan into a group of anti-racist protesters, killing Heather Heyer (32) and injuring a further 19 people. Fields fled the scene in his own vehicle, but was stopped by Charlottesville police and later charged with murder.",2nd prize,Ryan Kelly,2018
32,Venezuela Crisis,2018 Photo Contest,Spot News,"03 May, 2017",F:\Temp\2018\Ronaldo Schemidt,"José Víctor Salazar Balza (28) catches fire amid violent clashes with riot police during a protest against President Nicolás Maduro, in Caracas, Venezuela.
President Maduro had announced plans to revise Venezuela’s democratic system by forming a constituent assembly to replace the opposition-led National Assembly, in effect consolidating legislative powers for himself. Opposition leaders called for mass protests to demand early presidential elections. Clashes between protesters and the Venezuelan national guard broke out on 3 May, with protesters (many of whom wore hoods, masks or gas masks) lighting fires and hurling stones. Salazar was set alight when the gas tank of a motorbike exploded. He survived the incident with first- and second-degree burns.",1st prize,Ronaldo Schemidt,2018
33,The Boys and the Bulls,2018 Photo Contest,Sports,"22 February, 2017",F:\Temp\2018\Nikolai Linares,"A new generation of bullfighters practice at the bullring in Almería, Spain.",3rd prize,Nikolai Linares,2018
34,Peace Football Club,2018 Photo Contest,Sports,"16 September, 2017",F:\Temp\2018\Juan D Arredondo,"Ex-FARC guerrilla Kleider Palma (23) walks along the Acari River, Chocó, Colombia, together with fellow former FARC fighters, to play a football match with local villagers and soldiers from the Colombian Armed Forces.",2nd prize,Juan D Arredondo,2018
35,Kid Jockeys,2018 Photo Contest,Sports,"17 September, 2017",F:\Temp\2018\Alain Schroeder,"Young jockeys compete in a Maen Jaran horse race, on Sumbawa Island, Indonesia.",1st prize,Alain Schroeder,2018
36,Marathon des Sables,2018 Photo Contest,Sports,"09 April, 2017",F:\Temp\2018\Erik Sampers,"Participants set off on a timed stage of the Marathon des Sables, in the Sahara Desert in southern Morocco.
The Marathon des Sables (Marathon of the Sands) is run over 250 kilometers in temperatures of up to 50℃. Participating runners and walkers must carry their own backpacks with food, sleeping gear, and other material. The marathon is conducted in six stages, over seven days, with one long stage of more than 80 kilometers. The first Marathon des Sables was held in 1986 with 186 competitors. The event now attracts more than 1,000 participants from around 50 countries.",3rd prize,Erik Sampers,2018
37,Ich Bin Waldviertel,2018 Photo Contest,Long-Term Projects,"15 August, 2017",F:\Temp\2018\Carla Kogelman,Alena.,1st prize,Carla Kogelman,2018
38,Royal Shrovetide Football,2018 Photo Contest,Sports,"28 February, 2017",F:\Temp\2018\Oli Scarff,"Members of opposing teams, the Up’ards and Down’ards, grapple for the ball during the historic, annual Royal Shrovetide Football Match in Ashbourne, Derbyshire, UK.
The game is played between hundreds of participants in two eight-hour periods on Shrove Tuesday and Ash Wednesday (the day preceding and the day marking the start of Christian Lent). The two teams are determined by which side of the River Henmore players are born: Up’ards are from north of the river; Down’ards, south. Players score goals by tapping the ball three times on millstones set into pillars three miles apart.
There are very few rules apart from an historic stipulation that players may not murder their opponents, and the more contemporary requirement that the ball must not be transported in bags, rucksacks, or motorized vehicles. Royal Shrovetide Football is believed to have been played in Ashbourne since the 17th century.",1st prize,Oli Scarff,2018
39,Girls,2018 Photo Contest,People,"13 July, 2017",F:\Temp\2018\Tatiana Vinogradova,"Natasha (35) was born in Arkhangelesk, northern Russia, has had various jobs since the age of 14. She has had problems with alcohol addiction, and has been working in the sex industry for 12 years. After recent gynecological operation, she rested only several weeks before having to work again to pay for medication and rent.",3rd prize,Tatiana Vinogradova,2018
40,Finding Freedom in the Water,2018 Photo Contest,People,"24 November, 2016",F:\Temp\2018\Anna Boyiazis,"A young woman learns to float, in the Indian Ocean, off Nungwi, Zanzibar.",2nd prize,Anna Boyiazis,2018
41,Boko Haram Strapped Suicide Bombs to Them. Somehow These Teenage Girls Survived.,2018 Photo Contest,People,"21 September, 2017",F:\Temp\2018\Adam Ferguson,"Aisha, aged 14.",1st prize,Adam Ferguson,2018
42,Earth Kiln,2018 Photo Contest,People,"11 November, 2017",F:\Temp\2018\Huaifeng Li,"Two brothers live in a traditional yaodong (‘kiln cave’), carved into a hillside on the Loess Plateau in central China. The earth-lined walls have good insulating properties, enabling residents to survive cold winters.
The yaodong is one of the earliest housing types in China, dating back more than 2,000 years. The Loess Plateau in the upper and middle reaches of the Yellow River, is approximately the size of France.The loess soil—fine, mineral-rich, wind-blown silt, accumulated over centuries—is hundreds of meters thick in some places, and the numbers of yaodong run into millions. The loess not only keeps the dwellings warm in winter, but also cool in summer. The brothers, who are both unmarried, have lived in this yaodong for most of their lives.",3rd prize,Huaifeng Li,2018
43,"Manal, War Portraits",2018 Photo Contest,People,"10 July, 2017",F:\Temp\2018\Alessio Mamo,"Manal (11), a victim of a missile explosion in Kirkuk, Iraq, wears a mask for several hours a day to protect her face, following extensive plastic surgery at the Médecins Sans Frontières Reconstructive Surgery Program, Al-Mowasah Hospital, Amman, Jordan.
Children and adults from Yemen, Iraq, Syria and Gaza who have been badly injured by bombs, car explosions or other accidents live in the hospital with a relative or friend.
Manal, who was displaced along with her mother and two brothers, endured severe burns to her face and arms. She had no surgery before coming to Jordan and had difficulty in closing her right eye. After many plastic surgery operations, she now wears her mask for several hours a day, primarily to protect her skin from the light. Manal has many friends at the hospital, and loves drawing and telling stories, as well as the many organized activities for children.",2nd prize,Alessio Mamo,2018
44,Resignation Syndrome,2018 Photo Contest,People,"02 March, 2017",F:\Temp\2018\Magnus Wennman,"Djeneta (right) has been bedridden and unresponsive for two-and-a-half years, and her sister Ibadeta for more than six months, with uppgivenhetssyndrom (resignation syndrome), in Horndal, Sweden.
Djeneta and Ibadeta are Roma refugees, from Kosovo. Resignation syndrome (RS) renders patients passive, immobile, mute, unable to eat and drink, incontinent and unresponsive to physical stimulus. It is a condition believed to exist only amongst refugees in Sweden. The causes are unclear, but most professionals agree that trauma is a primary contributor, alongside a reaction to stress and depression. It is also not clear why cases are found exclusively in Sweden. RS has so far affected only refugees aged seven to 19, and mainly those from ex-Soviet countries or the former Yugoslavia. For many, the syndrome is triggered by having a residence application rejected. Granting residence to families of sufferers is often cited as a cure.",1st prize,Magnus Wennman,2018
45,Galapagos: Rocking the Cradle ,2018 Photo Contest,Nature,"25 April, 2016",F:\Temp\2018\Thomas P. Peschak,"Four major ocean currents converge along the Galapagos archipelago, creating the conditions for an extraordinary diversity of animal life. The islands are home to at least 7,000 flora and fauna species, of which 97 percent of the reptiles, 80 percent of the land birds, 50 percent of the insects and 30 percent of the plants are endemic. The local ecosystem is highly sensitive to the changes in temperature, rainfall and ocean currents that characterize the climatic events known as El Niño and La Niña. These changes cause marked fluctuations in weather and food availability. Many scientists expect the frequency of El Niño and La Niña to increase as a result of climate change, making the Galapagos a possible early-warning location for its effects.",3rd prize,Thomas P. Peschak,2018
46,Sacred No More,2018 Photo Contest,Nature,"20 January, 2016",F:\Temp\2018\Jasper Doest,"A Japanese macaque protects its baby from the cold in the mountains in Yamanouchi, central Japan.",2nd prize,Jasper Doest,2018
47,Warriors Who Once Feared Elephants Now Protect Them,2018 Photo Contest,Nature,"11 February, 2017",F:\Temp\2018\Ami Vitale,Keepers feed baby elephants at the Reteti Elephant Sanctuary in northern Kenya.,1st prize,Ami Vitale,2018
48,Flying Fish in Motion,2018 Photo Contest,Nature,"18 August, 2017",F:\Temp\2018\Michael Patrick O'Neill,"A flying fish swims below the surface in the Gulf Stream late at night, offshore from Palm Beach, Florida, USA.
Moving its tail fin up to 70 times per second, a flying fish can reach an underwater speed of nearly 60 kilometers per hour. Angling itself upwards, it then breaks the surface while still propelling itself along by rapidly beating its tail underwater, before taking to the air and gliding—successfully escaping predators such as tuna, marlin and swordfish.",3rd prize,Michael Patrick O'Neill,2018
49,Steaming Scrum,2018 Photo Contest,Sports,"17 June, 2017",F:\Temp\2018\Stephen McCarthy,"The British & Irish Lions and Maori All Blacks engage during a match at Rotorua International Stadium in Rotorua, New Zealand.
All players in the Maori All Blacks must have a confirmed Maori whakapapa, or genealogy. The British & Irish Lions is a composite squad formed every year by players from England, Scotland, Wales and Ireland, selected by the coach who oversees the tour. The squad tours every four years through one of the southern hemisphere’s big three rugby union nations: Australia, New Zealand and South Africa. The Rotorua match was played in wet conditions and ended with a 10-32 win for the Lions.",2nd prize,Stephen McCarthy,2018
