,Index,Title,Published Date,Background,Story,Award,Award Region,Award Category,Jury,URL,Stored Path,Photographer,Award Year
10,10,Maria's Journey,"23 June, 2021","Maria Hernandez walks home from shopping in San Pedro Sula, Honduras, while awaiting a decision on her immigration case, in order to travel to the United States to reunite with her daughters.","When Maria Hernandez and her two daughters, aged eight and three, arrived in the United States from Honduras in search of asylum in July 2017, border authorities apprehended them. The authorities deported Maria, but her children remained behind. US officials at first arranged for the girls to stay in a children’s shelter; later, they went to live with Maria’s adult son, who was already in the country. ",2023 Photo Contest,North and Central America,Stories,"This project answers many questions about the outcome of one's journey of displacement. It offers a clear and complete narrative on the chronology of Maria’s story, portraying how migration is not a solution, but rather a trigger to a whole new set of challenges. The story offers a unique, emotional perspective on migration that is different from mainstreamed stories. The jury was impressed by the photographer's selection of images which demonstrated their commitment to accurately narrating Maria's story over time, across countries. The story stood out as a subversion of the typical displacement story coming from Central America.",https://www.worldpressphoto.org/getmedia/1c72132f-1ecb-444c-add8-6fee7e9f2fa7/WPP-2023Contest-North-and-Central-America-STO-Carlos-Barria-10.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Carlos Barria\10.jpg,Carlos Barria,2023
11,1,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/002c452c-1107-41ae-9006-14a99e9a5d21/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\1.jpg,Cristopher Rogel Blanquet,2023
12,2,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/fc6d3ebc-2ef6-4746-84ee-a169a51d6701/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\2.jpg,Cristopher Rogel Blanquet,2023
13,3,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/1f32a21f-8447-4683-badb-8630e68c40d0/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\3.jpg,Cristopher Rogel Blanquet,2023
14,4,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/3ff0e2d8-a12c-406e-a425-694f347ebed3/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\4.jpg,Cristopher Rogel Blanquet,2023
15,5,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/8e010d69-817e-4da0-898f-022f1373d83c/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-05.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\5.jpg,Cristopher Rogel Blanquet,2023
16,6,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/ecea66eb-e882-4e74-aa0f-5da2593e426b/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-06.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\6.jpg,Cristopher Rogel Blanquet,2023
17,7,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/7f06b519-8dd0-40ad-a841-2044d5d3ed89/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-07.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\7.jpg,Cristopher Rogel Blanquet,2023
18,8,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/8d9ec1d0-9857-4705-aade-0e303f5ee494/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-08.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\8.jpg,Cristopher Rogel Blanquet,2023
19,9,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/fb15fe7e-b9cd-4d84-bd73-fb1e248a21e4/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\9.jpg,Cristopher Rogel Blanquet,2023
20,10,Beautiful Poison,"21 March, 2020","Sebastián (18) baths with the help of his father Tino, in Villa Guerrero, Mexico. Sebastián lives with hydrocephalus, a neurological disorder caused by a build-up of fluids in cavities within the brain, and depends on his parents for most daily activities.","A darker story lies behind the perfect blooms on display in florists around the world, linked to the pesticides used to achieve their unblemished beauty.",2023 Photo Contest,North and Central America,Long-Term Projects,"This project is a compelling, insider perspective on the impacts of the global flower industry and the use of agrochemicals. The jury was impressed by the work’s compelling storytelling which brings a shocking, and intimate experience to the world and portrays the ripple effects of global supply and demand. The images are subtle, nuanced and edited beautifully in a way which maintains the dignity of the community photographed and creates an emotional reading of their story. This is an underreported story that the jury hopes it will make an impact in exposing the corrupt government structures that promote such harmful agrochemicals use.",https://www.worldpressphoto.org/getmedia/6f947382-e810-489c-bc78-87bd25838c1e/WPP-2023Contest-North-and-Central-America-LTP-Cristopher-Rogel-Blanquet-10.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cristopher Rogel Blanquet\10.jpg,Cristopher Rogel Blanquet,2023
21,1,The Voice of New York Is Drill,"04 August, 2022","Kenzo B (18) is one of the few young up-and-coming women artists in the Brooklyn drill scene. Although there have been a number of women artists, drill artists have been predominantly men. The Bronx, New York, United States.","Originally from the streets of Chicago, United States, drill is the newest subgenre of hip-hop to blow up globally, influencing artists from the United Kingdom to Brazil to Korea. While its sound – fusing aggressive, raw lyrics with pounding, rapidly syncopated drums – may be a new phenomenon, the story of its rise is a familiar one in the history of rap music. Like generations of musicians before them, drill artists transform the pain and desperation of their experiences coming of age in some of the most impoverished neighborhoods in the United States into a distinct form of musical expression. ",2023 Photo Contest,North and Central America,Open Format,"The collection of beautifully framed images pays homage to the history of hip hop while also situating us in the current reality of Drill artists in New York. The photographer presented an intersectional story that highlights how art imitates the lives of the drill artists, and elucidates how their music is used against them to criminalize and incarcerate their community. The diversity of images play off of music and sound and the atmospheric portraits enable one to see and hear how these people live and see the world. It is an extraordinary example of portraiture work.",https://www.worldpressphoto.org/getmedia/d213a236-0aad-4c55-a437-bc71942a96b1/WPP-2023Contest-North-and-Central-America-OPF-Ashley-Pena-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Ashley Peña\1.jpg,Ashley Peña,2023
22,2,The Voice of New York Is Drill,"04 August, 2022","Kenzo B (18) is one of the few young up-and-coming women artists in the Brooklyn drill scene. Although there have been a number of women artists, drill artists have been predominantly men. The Bronx, New York, United States.","Originally from the streets of Chicago, United States, drill is the newest subgenre of hip-hop to blow up globally, influencing artists from the United Kingdom to Brazil to Korea. While its sound – fusing aggressive, raw lyrics with pounding, rapidly syncopated drums – may be a new phenomenon, the story of its rise is a familiar one in the history of rap music. Like generations of musicians before them, drill artists transform the pain and desperation of their experiences coming of age in some of the most impoverished neighborhoods in the United States into a distinct form of musical expression. ",2023 Photo Contest,North and Central America,Open Format,"The collection of beautifully framed images pays homage to the history of hip hop while also situating us in the current reality of Drill artists in New York. The photographer presented an intersectional story that highlights how art imitates the lives of the drill artists, and elucidates how their music is used against them to criminalize and incarcerate their community. The diversity of images play off of music and sound and the atmospheric portraits enable one to see and hear how these people live and see the world. It is an extraordinary example of portraiture work.",https://www.worldpressphoto.org/getmedia/dd73644b-f304-4f2d-ac64-c7c76669370b/WPP-2023Contest-North-and-Central-America-OPF-Ashley-Pena-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Ashley Peña\2.jpg,Ashley Peña,2023
23,3,The Voice of New York Is Drill,"04 August, 2022","Kenzo B (18) is one of the few young up-and-coming women artists in the Brooklyn drill scene. Although there have been a number of women artists, drill artists have been predominantly men. The Bronx, New York, United States.","Originally from the streets of Chicago, United States, drill is the newest subgenre of hip-hop to blow up globally, influencing artists from the United Kingdom to Brazil to Korea. While its sound – fusing aggressive, raw lyrics with pounding, rapidly syncopated drums – may be a new phenomenon, the story of its rise is a familiar one in the history of rap music. Like generations of musicians before them, drill artists transform the pain and desperation of their experiences coming of age in some of the most impoverished neighborhoods in the United States into a distinct form of musical expression. ",2023 Photo Contest,North and Central America,Open Format,"The collection of beautifully framed images pays homage to the history of hip hop while also situating us in the current reality of Drill artists in New York. The photographer presented an intersectional story that highlights how art imitates the lives of the drill artists, and elucidates how their music is used against them to criminalize and incarcerate their community. The diversity of images play off of music and sound and the atmospheric portraits enable one to see and hear how these people live and see the world. It is an extraordinary example of portraiture work.",https://www.worldpressphoto.org/getmedia/6194fd55-303c-4bbe-ae15-8b207cfc4e37/WPP-2023Contest-North-and-Central-America-OPF-Ashley-Pena-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Ashley Peña\3.jpg,Ashley Peña,2023
24,4,The Voice of New York Is Drill,"04 August, 2022","Kenzo B (18) is one of the few young up-and-coming women artists in the Brooklyn drill scene. Although there have been a number of women artists, drill artists have been predominantly men. The Bronx, New York, United States.","Originally from the streets of Chicago, United States, drill is the newest subgenre of hip-hop to blow up globally, influencing artists from the United Kingdom to Brazil to Korea. While its sound – fusing aggressive, raw lyrics with pounding, rapidly syncopated drums – may be a new phenomenon, the story of its rise is a familiar one in the history of rap music. Like generations of musicians before them, drill artists transform the pain and desperation of their experiences coming of age in some of the most impoverished neighborhoods in the United States into a distinct form of musical expression. ",2023 Photo Contest,North and Central America,Open Format,"The collection of beautifully framed images pays homage to the history of hip hop while also situating us in the current reality of Drill artists in New York. The photographer presented an intersectional story that highlights how art imitates the lives of the drill artists, and elucidates how their music is used against them to criminalize and incarcerate their community. The diversity of images play off of music and sound and the atmospheric portraits enable one to see and hear how these people live and see the world. It is an extraordinary example of portraiture work.",https://www.worldpressphoto.org/getmedia/84626251-b152-4bec-a932-6a66275af279/WPP-2023Contest-North-and-Central-America-OPF-Ashley-Pena-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Ashley Peña\4.jpg,Ashley Peña,2023
