,Index,Title,Published Date,Background,Story,Award,Award Region,Award Category,Jury,URL,Stored Path,Photographer,Award Year
49,6,Saving Forests with Fire,"03 May, 2021","Nawarddeken elder Conrad Maralngurra burns grass to protect the Mamadawerre community from late-season wildfires, in Mamadawerre, Arnhem Land, Australia. The late-evening fire will die out naturally once the temperature drops and moisture levels rise.","Indigenous Australians have strategically burned land to protect their environment for tens of thousands of years. In a practice known as cool burning, fires move slowly, burn only the undergrowth, and remove the build-up of fuel that feeds bigger blazes. As a result, these traditional burns prevent larger, more destructive fires from occurring in the hotter, dryer months of the year. The Nawarddeken people, one of the traditional owners of West Arnhem Land in the north of Australia, see fire as a way to rejuvenate the land, and use it as a tool to manage their 1.39 million hectare homeland. Warddeken rangers use traditional knowledge and combine it with contemporary technologies such as aerial burning and digital mapping to prevent wildfires. In doing so, they have successfully decreased the amount of climate-heating CO2. The emissions saved earn carbon credits, and the proceeds are invested in the community and environmental projects.The photographer is an Australian who once lived in West Arnhem Land and was accepted into a local community. He sees sharing the Warddeken rangers’ solution to wildfires important due to the climate crisis and the intensive bushfires Australia has seen in recent years.",2022 Photo Contest,Southeast Asia and Oceania,Stories,"The story responds to Australia's devastating forest fires and makes us question what the world would look like if we had listened to ancient knowledge. The body of work is a proactive and pragmatic lesson which does not exoticize the Nawarddeken people, a First Nations group, but rather highlights the crucial value of their knowledge in a comprehensive review. While each image is strong on its own, intentional editing, strong pacing, and the sequencing of images illustrates how culture and the environment are inseparable in indigenous cultures. Furthermore, the story provides a refreshing balance of humans and nature in a way which forwards a perspective of interconnectedness and the role of humans as stewards of the land.",https://www.worldpressphoto.org/getmedia/be18063d-1754-4181-a1a6-93b7bd76940d/WPP_2022Contest_Southeast-Asia-and-Oceania_STO_Matthew-Abbott_FJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Matthew Abbott\6.jpg,Matthew Abbott,2022
50,7,Saving Forests with Fire,"03 May, 2021","Nawarddeken elder Conrad Maralngurra burns grass to protect the Mamadawerre community from late-season wildfires, in Mamadawerre, Arnhem Land, Australia. The late-evening fire will die out naturally once the temperature drops and moisture levels rise.","Indigenous Australians have strategically burned land to protect their environment for tens of thousands of years. In a practice known as cool burning, fires move slowly, burn only the undergrowth, and remove the build-up of fuel that feeds bigger blazes. As a result, these traditional burns prevent larger, more destructive fires from occurring in the hotter, dryer months of the year. The Nawarddeken people, one of the traditional owners of West Arnhem Land in the north of Australia, see fire as a way to rejuvenate the land, and use it as a tool to manage their 1.39 million hectare homeland. Warddeken rangers use traditional knowledge and combine it with contemporary technologies such as aerial burning and digital mapping to prevent wildfires. In doing so, they have successfully decreased the amount of climate-heating CO2. The emissions saved earn carbon credits, and the proceeds are invested in the community and environmental projects.The photographer is an Australian who once lived in West Arnhem Land and was accepted into a local community. He sees sharing the Warddeken rangers’ solution to wildfires important due to the climate crisis and the intensive bushfires Australia has seen in recent years.",2022 Photo Contest,Southeast Asia and Oceania,Stories,"The story responds to Australia's devastating forest fires and makes us question what the world would look like if we had listened to ancient knowledge. The body of work is a proactive and pragmatic lesson which does not exoticize the Nawarddeken people, a First Nations group, but rather highlights the crucial value of their knowledge in a comprehensive review. While each image is strong on its own, intentional editing, strong pacing, and the sequencing of images illustrates how culture and the environment are inseparable in indigenous cultures. Furthermore, the story provides a refreshing balance of humans and nature in a way which forwards a perspective of interconnectedness and the role of humans as stewards of the land.",https://www.worldpressphoto.org/getmedia/f104c571-1ae3-4a1d-abe3-4bc8f1baae4e/WPP_2022Contest_Southeast-Asia-and-Oceania_STO_Matthew-Abbott_GJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Matthew Abbott\7.jpg,Matthew Abbott,2022
51,8,Saving Forests with Fire,"03 May, 2021","Nawarddeken elder Conrad Maralngurra burns grass to protect the Mamadawerre community from late-season wildfires, in Mamadawerre, Arnhem Land, Australia. The late-evening fire will die out naturally once the temperature drops and moisture levels rise.","Indigenous Australians have strategically burned land to protect their environment for tens of thousands of years. In a practice known as cool burning, fires move slowly, burn only the undergrowth, and remove the build-up of fuel that feeds bigger blazes. As a result, these traditional burns prevent larger, more destructive fires from occurring in the hotter, dryer months of the year. The Nawarddeken people, one of the traditional owners of West Arnhem Land in the north of Australia, see fire as a way to rejuvenate the land, and use it as a tool to manage their 1.39 million hectare homeland. Warddeken rangers use traditional knowledge and combine it with contemporary technologies such as aerial burning and digital mapping to prevent wildfires. In doing so, they have successfully decreased the amount of climate-heating CO2. The emissions saved earn carbon credits, and the proceeds are invested in the community and environmental projects.The photographer is an Australian who once lived in West Arnhem Land and was accepted into a local community. He sees sharing the Warddeken rangers’ solution to wildfires important due to the climate crisis and the intensive bushfires Australia has seen in recent years.",2022 Photo Contest,Southeast Asia and Oceania,Stories,"The story responds to Australia's devastating forest fires and makes us question what the world would look like if we had listened to ancient knowledge. The body of work is a proactive and pragmatic lesson which does not exoticize the Nawarddeken people, a First Nations group, but rather highlights the crucial value of their knowledge in a comprehensive review. While each image is strong on its own, intentional editing, strong pacing, and the sequencing of images illustrates how culture and the environment are inseparable in indigenous cultures. Furthermore, the story provides a refreshing balance of humans and nature in a way which forwards a perspective of interconnectedness and the role of humans as stewards of the land.",https://www.worldpressphoto.org/getmedia/acb9b3aa-bfb1-4122-90a6-e3d53114afe8/WPP_2022Contest_Southeast-Asia-and-Oceania_STO_Matthew-Abbott_HJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Matthew Abbott\8.jpg,Matthew Abbott,2022
52,9,Saving Forests with Fire,"03 May, 2021","Nawarddeken elder Conrad Maralngurra burns grass to protect the Mamadawerre community from late-season wildfires, in Mamadawerre, Arnhem Land, Australia. The late-evening fire will die out naturally once the temperature drops and moisture levels rise.","Indigenous Australians have strategically burned land to protect their environment for tens of thousands of years. In a practice known as cool burning, fires move slowly, burn only the undergrowth, and remove the build-up of fuel that feeds bigger blazes. As a result, these traditional burns prevent larger, more destructive fires from occurring in the hotter, dryer months of the year. The Nawarddeken people, one of the traditional owners of West Arnhem Land in the north of Australia, see fire as a way to rejuvenate the land, and use it as a tool to manage their 1.39 million hectare homeland. Warddeken rangers use traditional knowledge and combine it with contemporary technologies such as aerial burning and digital mapping to prevent wildfires. In doing so, they have successfully decreased the amount of climate-heating CO2. The emissions saved earn carbon credits, and the proceeds are invested in the community and environmental projects.The photographer is an Australian who once lived in West Arnhem Land and was accepted into a local community. He sees sharing the Warddeken rangers’ solution to wildfires important due to the climate crisis and the intensive bushfires Australia has seen in recent years.",2022 Photo Contest,Southeast Asia and Oceania,Stories,"The story responds to Australia's devastating forest fires and makes us question what the world would look like if we had listened to ancient knowledge. The body of work is a proactive and pragmatic lesson which does not exoticize the Nawarddeken people, a First Nations group, but rather highlights the crucial value of their knowledge in a comprehensive review. While each image is strong on its own, intentional editing, strong pacing, and the sequencing of images illustrates how culture and the environment are inseparable in indigenous cultures. Furthermore, the story provides a refreshing balance of humans and nature in a way which forwards a perspective of interconnectedness and the role of humans as stewards of the land.",https://www.worldpressphoto.org/getmedia/8f65b7e1-e8f3-4c5b-968b-5e7d48341d8a/WPP_2022Contest_Southeast-Asia-and-Oceania_STO_Matthew-Abbott_IJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Matthew Abbott\9.jpg,Matthew Abbott,2022
53,10,Saving Forests with Fire,"03 May, 2021","Nawarddeken elder Conrad Maralngurra burns grass to protect the Mamadawerre community from late-season wildfires, in Mamadawerre, Arnhem Land, Australia. The late-evening fire will die out naturally once the temperature drops and moisture levels rise.","Indigenous Australians have strategically burned land to protect their environment for tens of thousands of years. In a practice known as cool burning, fires move slowly, burn only the undergrowth, and remove the build-up of fuel that feeds bigger blazes. As a result, these traditional burns prevent larger, more destructive fires from occurring in the hotter, dryer months of the year. The Nawarddeken people, one of the traditional owners of West Arnhem Land in the north of Australia, see fire as a way to rejuvenate the land, and use it as a tool to manage their 1.39 million hectare homeland. Warddeken rangers use traditional knowledge and combine it with contemporary technologies such as aerial burning and digital mapping to prevent wildfires. In doing so, they have successfully decreased the amount of climate-heating CO2. The emissions saved earn carbon credits, and the proceeds are invested in the community and environmental projects.The photographer is an Australian who once lived in West Arnhem Land and was accepted into a local community. He sees sharing the Warddeken rangers’ solution to wildfires important due to the climate crisis and the intensive bushfires Australia has seen in recent years.",2022 Photo Contest,Southeast Asia and Oceania,Stories,"The story responds to Australia's devastating forest fires and makes us question what the world would look like if we had listened to ancient knowledge. The body of work is a proactive and pragmatic lesson which does not exoticize the Nawarddeken people, a First Nations group, but rather highlights the crucial value of their knowledge in a comprehensive review. While each image is strong on its own, intentional editing, strong pacing, and the sequencing of images illustrates how culture and the environment are inseparable in indigenous cultures. Furthermore, the story provides a refreshing balance of humans and nature in a way which forwards a perspective of interconnectedness and the role of humans as stewards of the land.",https://www.worldpressphoto.org/getmedia/d203552c-99d1-4e8a-b747-929460df64db/WPP_2022Contest_Southeast-Asia-and-Oceania_STO_Matthew-Abbott_JJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Matthew Abbott\10.jpg,Matthew Abbott,2022
54,1,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/8caaae6f-8074-4b2f-b1fa-eadbc689be1e/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_AT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\1.jpg,Charinthorn Rachurutchata,2022
55,2,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/bb42d656-6979-4f19-9a06-7b074ba9a46b/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_BT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\2.jpg,Charinthorn Rachurutchata,2022
56,3,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/6814874d-b401-4d25-bc45-982fb90d3be6/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_CT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\3.jpg,Charinthorn Rachurutchata,2022
57,4,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/2864c474-998e-4f76-ae8b-ea0a42518991/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_DT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\4.jpg,Charinthorn Rachurutchata,2022
58,5,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/09a72600-ad1c-4e06-855e-4516ddd5bb1c/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_ET.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\5.jpg,Charinthorn Rachurutchata,2022
59,6,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/b502a3f8-fb24-4d58-9b8b-0f8200f04f58/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_FT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\6.jpg,Charinthorn Rachurutchata,2022
60,7,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/8f272282-bbf4-4550-b46e-a2f84e782da7/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_GT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\7.jpg,Charinthorn Rachurutchata,2022
61,8,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/c0959c18-aa58-474a-849b-46d3e39a234f/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_HT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\8.jpg,Charinthorn Rachurutchata,2022
62,9,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/01cce6bf-c2a0-4abc-916c-c207a271c7e5/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_IT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\9.jpg,Charinthorn Rachurutchata,2022
63,10,The Will to Remember,"13 October, 2021","A ‘blur’ portrait of Bhumibol Adulyadej, the former king of Thailand and head of the Royal Thai Army. The ‘blur’ portrait raises questions about the role of the king, who avoids smiling to create a calm, respectable self-image akin to the Buddha, in the military coups and state violence that have dominated Thai politics since the end of absolute monarchy in 1932.The project juxtaposes archival images of the 6 October 1976 massacre of students at Bangkok’s Thammasat University with photographs the photographer took during the 2020-2022 Thai pro-democracy protests, in order to understand the root causes of the present-day protests.The 6 October massacre occurred when Thai police and right-wing paramilitaries opened fire on students protesting the return of former military dictator Thanom Kittikachorn to the country. Today’s student protestors are similarly opposed to the current military dictatorship and are also calling for reform of the Thai monarchy.Rachurutchata employs the Japanese method of kintsugi by tearing photographs, then mending them with lacquer and powdered gold. Rachurutchata uses kintsugi to symbolize the transformation of trauma into hope and the possibility of a better future.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,Southeast Asia and Oceania,Open Format,"This project presents a language of storytelling that attempts to foster hope through the transformation and reparation of trauma. The method of repair transcends the regional context and can be appreciated from around the world. Furthermore, it is employed with intention on both archival and contemporary images. Through this, the photographer creates a narrative thread that connects experiences of intergenerational trauma to a strong commentary on the role of authority and propaganda in a continuous and strategic historical erasure.",https://www.worldpressphoto.org/getmedia/dd37a6ad-d8d5-4140-b0e6-72db2e7a1fae/WPP_2022Contest_Southeast-Asia-and-Oceania_OPF_Charinthorn-Rachurutchata_JT.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Charinthorn Rachurutchata\10.jpg,Charinthorn Rachurutchata,2022
64,1,The Promise,"14 August, 2020","Antonella poses for her photograph in the kitchen at home, while in strict lockdown in Buenos Aires, Argentina, on the day she made her promise not to cut her hair till she could resume person-to-person classes.In August 2020, Antonella (12), who lives in Buenos Aires, Argentina, vowed to cut her long hair only when she could resume in-person classes at school, which had been suspended as a result of the COVID-19 pandemic. Antonella said she was offering up her most precious treasure in exchange for her school life back. Her hair was her identity. She felt she lost her identity without school, and said: “When I finally go back to school they will know I’m a different person, I feel like a different person.” In March 2020, the Argentine government had closed schools across the country in a move to contain the COVID-19 pandemic. Around 10.5 million young students experienced disruptions to their education. Antonella’s school did not fully reopen until September 2021. She cut her hair on 25 September 2021, on the weekend before she returned to classes.At least 463 million children worldwide were unable to access remote learning in 2020 when schools across the globe closed to prevent the spread of the coronavirus, according to UNICEF. The organization also found that by February 2021 schools in Central and South America and the Caribbean had experienced the world’s longest lockdown. Learning experiences were very much affected by households’ access to technology, internet access, and the availability and ability of parents to provide at-home schooling, with children from low-income households often being impacted the most. A UNICEF poll also indicated that the school closures had an effect on mental health in the region, with students reporting issues with anxiety, depression, and lowered motivation. In Argentina, the lockdowns further disrupted an education system already facing structural issues and issues of economic disparity.The photographer met Antonella in the course of a long-term project researching and photographing women with long hair. As a result of Antonella’s vow, she refocused the project to tell the story of a crisis in education, and of young students’ lives in lockdown.",Keep in touch - Sign up for our newsletter for inspiring examples of the best photojournalism and documentary photography.,2022 Photo Contest,South America,Stories,"The Promise offers an alternative, refreshing perspective of the challenges of the COVID-19 lockdowns in South America. The project's many layers address the long-term effects of the pandemic on children, and calls into question how children can engage in demanding equal access to education. The photographer looks beyond the narrative of victimhood and approaches the issue in a positive and uplifting manner. She highlights the young girl's creative and personal form of resistance in a way that transcends cultural boundaries and connects to diverse meanings of hair around the world.",https://www.worldpressphoto.org/getmedia/67d76609-e5e4-415e-900b-9b7852758a57/WPP_2022Contest_South-America_STO_Irina-Werning_AJ.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2022\Irina Werning\1.jpg,Irina Werning,2022
